station_name,station_geo,capacity,total_activity,count
Botzaris - Parc des Buttes Chaumont,"48.87795,2.38146",20,5625.0,7866
Londres - Amsterdam,"48.87803,2.32648",23,4945.0,7866
Frères Flavien - Porte des Lilas,"48.87810,2.41105",23,3670.0,7866
Athènes - Clichy,"48.87811,2.32956",20,4979.0,7866
Maurice Payret-Dortail,"48.87812,2.22336",22,1389.0,7866
Place Saint-Ferdinand,"48.87816,2.28852",38,5771.0,7866
Hôtel de Ville de Rueil-Malmaison,"48.87819,2.18172",20,2304.0,7866
Courcelles - Place des Ternes,"48.87820,2.29929",31,5197.0,7866
Milton - Manuel,"48.87825,2.34118",22,6209.0,7866
Bellefond - Maubeuge,"48.87826,2.34526",31,7272.0,7866
Alfred de Vigny - Place du Général Brocard,"48.87836,2.30525",33,6862.0,7866
Place des Ternes,"48.87844,2.29773",46,10658.0,7866
Porte des Lilas - Faidherbe,"48.87862,2.41203",39,4617.0,7866
Richard Wallace - Place du 8 Mai 1945,"48.87867,2.24203",30,8139.0,7866
Jardin d'Acclimatation,"48.87877,2.27077",33,4250.0,7866
Gare du Nord - Place de Valenciennes,"48.87909,2.35424",25,11251.0,7866
Tour d'Auvergne - Rodier,"48.87916,2.34370",17,5982.0,7866
Manin - Secrétan,"48.87917,2.37880",20,8238.0,7866
Place Tristan Bernard ,"48.87920,2.29154",28,8483.0,7866
Abbeville - Faubourg Poissonnière,"48.87922,2.34915",14,8453.0,7866
Mairie des Lilas,"48.87928,2.41602",47,6702.0,7866
Toudouze - Clauzel,"48.87930,2.33736",21,8793.0,7866
Gare de l'Est - Chateau Landon,"48.87931,2.36242",59,12386.0,7866
Louis Blanc - Jemmapes,"48.87933,2.36845",31,5140.0,7432
Dunkerque - Alsace,"48.87935,2.35838",18,5703.0,7866
Alexandre Parodi - Quai de Valmy,"48.87936,2.36660",24,7331.0,7866
Jean-Baptiste Pigalle - La Bruyere,"48.87940,2.33371",17,7263.0,7866
Chazelles - Courcelles ,"48.87941,2.30345",35,8322.0,7866
Monceau - Malesherbes ,"48.87951,2.31455",38,8905.0,7866
Liège - Moscou,"48.87954,2.32646",17,6680.0,7866
Gare du Nord - Denain,"48.87960,2.35447",20,11763.0,7866
Botzaris - Crimée,"48.87960,2.38879",21,8210.0,7866
Gare du Nord - Faubourg Saint-Denis,"48.87961,2.35684",32,16139.0,7866
Pereire - Ternes,"48.87974,2.28801",48,4469.0,7866
Edouard Pailleron - Simon Bolivar ,"48.87980,2.37484",24,5904.0,7866
Condorcet - Turgot,"48.87985,2.34523",20,8741.0,7866
Route de la Muette - Porte de Neuilly,"48.87989,2.25877",50,4521.0,7866
Charles de Gaulle - Sablonville,"48.87992,2.27638",26,4268.0,7866
Naples - Rome,"48.87996,2.32136",26,6668.0,7866
Mairie de quartier du Plateau - Mont-Valérien,"48.87999,2.20724",20,681.0,7866
Hôpital Robert Debré,"48.88005,2.40087",33,6185.0,7866
Moncey - Blanche,"48.88007,2.33108",17,5933.0,7866
Belidor - Gouvion-Saint-Cyr,"48.88022,2.28547",40,2651.0,7866
Gare du Nord - Dunkerque,"48.88042,2.35276",29,11173.0,7866
Serrurier,"48.88049,2.39806",18,5191.0,7866
Edouard Pailleron - Bouret,"48.88060,2.37695",27,6868.0,7866
Dunkerque - Rocroy,"48.88073,2.35146",24,5397.0,7866
Clapeyron - Moscou,"48.88079,2.32482",15,7361.0,7866
Faubourg Poissonnière - Dunkerque,"48.88088,2.34993",30,7021.0,7866
Charles de Gaulle - Orléans ,"48.88092,2.27158",26,4500.0,7866
Gare du Nord - Saint-Vincent de Paul,"48.88096,2.35243",24,4273.0,7866
Calmette,"48.88105,2.42499",32,3207.0,7866
Parc Monceau,"48.88108,2.30955",18,8324.0,7866
Lallier - Trudaine ,"48.88109,2.34082",29,10249.0,7866
Gare du Nord - Demarquay,"48.88115,2.35841",30,6750.0,7866
Gare Rosny-Bois-Perrier,"48.88115,2.48044",36,1585.0,7866
Villiers - Batignolles,"48.88125,2.31654",23,11121.0,7866
Marché Secrétan,"48.88125,2.37346",26,11844.0,7866
Parme - Clichy,"48.88127,2.32820",24,6229.0,7866
Quai de Valmy,"48.88127,2.36819",26,5632.0,7866
Square du Théâtre du Garde-Chasse,"48.88129,2.42012",50,4196.0,7866
Pierre Demours - Laugier,"48.88131,2.29485",37,8230.0,7866
Charles de Gaulle - Louis-Philippe,"48.88162,2.27128",28,6780.0,7866
Jardin Marguerite Long,"48.88170,2.28366",22,3460.0,7866
Alexander Fleming - Belvédère,"48.88179,2.40306",31,2260.0,7866
Bayen - Pereire,"48.88180,2.29211",22,7350.0,7866
Batignolles - Rome,"48.88182,2.32026",15,6394.0,7435
Place de Rhin et Danube,"48.88193,2.39259",17,5635.0,7866
Gare du Nord - Hôpital Lariboisière,"48.88195,2.35234",49,8223.0,7866
Jouffroy d'Abbans - Wagram,"48.88197,2.30113",40,9528.0,7866
Louis Blanc - Aqueduc ,"48.88203,2.36356",37,12531.0,7866
Dunkerque - Trudaine,"48.88215,2.34633",16,6462.0,7866
Batignolles - Beudant,"48.88216,2.31985",44,8676.0,7866
Rochechouart - Martyrs,"48.88219,2.34055",20,9999.0,7866
Douai - Pierre Fontaine,"48.88229,2.33324",25,8328.0,7866
Phalsbourg - Villiers,"48.88242,2.30905",20,8133.0,7866
De Toqueville - Terrasse,"48.88243,2.31400",30,7752.0,7866
Faubourg Poissonniere - Delta,"48.88256,2.34975",36,6843.0,7866
Mairie du 19ème,"48.88256,2.38126",27,8616.0,7866
Madeleine Michelis - Roule,"48.88260,2.27736",25,7901.0,7866
Square d'Anvers,"48.88263,2.34488",33,9246.0,7866
Lally-Tollendal - Armand Carrel,"48.88270,2.37472",28,6368.0,7866
Place Pigalle,"48.88276,2.33616",21,9676.0,7866
Guersant - Gouvion-Saint-Cyr,"48.88288,2.28767",39,8335.0,7866
Gérando - Rochechouart,"48.88294,2.34648",21,6432.0,7866
Pierret - Madrid,"48.88298,2.26013",28,4974.0,7866
Batignolles - Abel Truchet,"48.88310,2.32383",28,6475.0,7866
Manin - Crimée,"48.88312,2.38637",23,10184.0,7866
Charles de Gaulle - Graviers,"48.88315,2.26488",28,2563.0,7866
Douai - Bruxelles,"48.88321,2.33084",27,7705.0,7866
Quai de la Loire - Jean Jaurès,"48.88340,2.37107",16,10603.0,7866
Batignolles - Place de Clichy,"48.88347,2.32649",47,11132.0,7866
Place Madeleine Daniélou,"48.88350,2.28201",42,5231.0,7866
Place de Lévis,"48.88355,2.31319",48,8594.0,7866
Marcelle - Thalie,"48.88355,2.41379",20,1371.0,7866
Clichy - Place Blanche,"48.88360,2.33322",20,10807.0,7866
Pereire - Rennequin,"48.88365,2.29524",23,6434.0,7866
Square Edmond Pépin,"48.88366,2.40335",30,7499.0,7866
Ambroise Rendu - Porte Brunet,"48.88367,2.39573",17,4052.0,7866
Courcelles - Pierre Demours,"48.88377,2.29858",26,6523.0,7866
Melun - Jean Jaurès,"48.88378,2.37648",28,8065.0,7866
Aqueduc - Villette,"48.88389,2.36720",28,10005.0,7866
Louis Blanc - La Chapelle,"48.88401,2.35993",21,8001.0,7866
Clichy - Douai,"48.88412,2.32873",32,14149.0,7866
Tardieu - Chappe,"48.88415,2.34185",18,6965.0,7866
Mairie du 17ème,"48.88416,2.32208",24,8366.0,7866
Gare du Nord - La Chapelle,"48.88418,2.35611",18,5510.0,7866
Jouffroy d'Abbans - Villiers,"48.88422,2.30565",34,6420.0,7866
Jean Jaurès - Jules Jacquemin,"48.88433,2.40829",24,3971.0,7866
Charles de Gaulle - Madrid,"48.88443,2.26080",22,6770.0,7866
Quai de la Seine,"48.88449,2.37039",24,6752.0,7866
Place des Abbesses,"48.88454,2.33869",12,7232.0,7866
Laumière - Petit,"48.88467,2.38004",34,11934.0,7866
Manin - Carrières d'Amérique,"48.88467,2.39197",20,5475.0,7866
Square Louise Michel,"48.88469,2.34414",36,7249.0,7866
Chartres - La Charbonnière,"48.88476,2.35347",34,3875.0,7866
Jessaint - Marx Dormoy,"48.88485,2.35893",30,6984.0,7866
Toqueville - Cardinet,"48.88490,2.31094",33,8796.0,7866
Mairie de Neuilly sur Seine,"48.88495,2.26770",31,7864.0,7866
Jouffroy d'Abbans - Malesherbes,"48.88501,2.30707",27,10506.0,7866
Mairie de Romainville,"48.88511,2.43568",17,5248.0,7866
Clignancourt - Sofia,"48.88512,2.34719",19,9481.0,7866
Goutte d'or - Barbès,"48.88512,2.34970",20,9630.0,7866
Place du Maréchal Juin - Péreire,"48.88526,2.29829",46,9182.0,7866
Véron - Lepic,"48.88526,2.33456",23,6739.0,7866
Legendre - Dulong,"48.88533,2.31642",23,8060.0,7866
Place de la Porte de Champerret,"48.88562,2.29078",28,6539.0,7866
Berthier - Place Stuart Merril,"48.88593,2.29335",37,6167.0,7866
Petit - Georges Thill,"48.88603,2.38958",23,5955.0,7866
Jean-François Lépine - Stephenson,"48.88611,2.35686",22,7033.0,7866
Bridaine - Lamandé,"48.88621,2.32062",29,6933.0,7866
Tanger - Place du Maroc,"48.88625,2.36893",19,6961.0,7866
Euryale Dehaynin - Loire,"48.88625,2.37746",30,8022.0,7866
Gabriel Péri - Francisco Ferrer,"48.88634,2.40734",18,4763.0,7866
Lorraine - Jean Jaurès,"48.88639,2.38258",19,10067.0,7866
Hautpoul - Jean Jaurès,"48.88639,2.38654",32,9271.0,7866
Cimetière de Montmartre,"48.88647,2.33289",43,8001.0,7866
Petit - Manin,"48.88651,2.39382",22,8738.0,7866
Colmar - Victor Hugo,"48.88652,2.17396",32,2887.0,7866
Jean Oestreicher - Porte de Champerret,"48.88656,2.28864",21,1244.0,7866
Beffroy,"48.88659,2.26139",26,5571.0,7866
Bineau - Louise Michel,"48.88666,2.28433",25,7246.0,7866
Square Léon,"48.88667,2.35321",33,6412.0,7866
Departement - Pajol,"48.88667,2.36136",19,9063.0,7866
Pierre Ginier - Clichy,"48.88677,2.32623",16,8685.0,7866
Seine - Flandre,"48.88679,2.37462",19,5346.0,7866
Jardins d'Eole,"48.88697,2.36685",20,8089.0,7866
Pereire - Place de Wagram,"48.88707,2.30411",46,7103.0,7866
Gare de Pont-Cardinet,"48.88714,2.31449",34,10478.0,7866
Damrémont - Caulaincourt,"48.88715,2.33259",18,5737.0,7866
Poulet - Barbès,"48.88715,2.34906",20,10394.0,7866
Lepic - Armée d'Orient,"48.88754,2.33431",24,5298.0,7866
Victor Hugo - Bineau,"48.88758,2.27839",25,5433.0,7866
Legendre - Nollet,"48.88774,2.32029",30,8956.0,7866
Alfred Roll - Berthier,"48.88781,2.30010",34,5434.0,5704
Etienne Jodelle - Saint Ouen,"48.88794,2.32612",33,8691.0,7866
Flandre - Riquet,"48.88801,2.37376",21,9314.0,7866
Brochant - Square des Batignolles ,"48.88819,2.31686",31,8639.0,7866
Pereire - Saussure,"48.88823,2.31013",32,7179.0,7866
Léon - Doudeauville,"48.88832,2.35357",13,7897.0,7866
Stephenson - Doudeauville,"48.88854,2.35616",36,9670.0,7866
Argenson - Château,"48.88856,2.26420",25,4081.0,7866
Marie-Georges Picquart - Pereire,"48.88864,2.31117",32,3988.0,7866
Anatole France - Louise Michel,"48.88873,2.28816",50,6868.0,7866
Custine - Ramey,"48.88874,2.34695",41,11213.0,7866
Place de l'Édit de Nantes,"48.88879,2.37850",30,11584.0,7866
Reims - Raymond Pitet,"48.88880,2.29632",37,4145.0,7866
Chanzy - Sud-Est,"48.88891,2.19563",25,2132.0,7866
Legendre - Clichy,"48.88896,2.32253",40,10805.0,7866
Thionville - Ourcq,"48.88918,2.38337",24,9731.0,7866
Porte de Pantin,"48.88920,2.39502",33,11814.0,7866
Centquatre,"48.88933,2.37079",41,10802.0,7866
Candale - Mehul,"48.88939,2.41438",25,4057.0,7866
Félix Ziem - Armand Gauthier,"48.88950,2.33339",25,6741.0,7866
Guillaume Tell - Parc Henri Barbusse,"48.88959,2.41989",20,3230.0,7866
Pajol - Riquet ,"48.88960,2.36285",47,9852.0,7866
Caulaincourt - Place Constantin Pecqueur,"48.88968,2.33818",44,9143.0,7866
Francoeur - Caulaincourt,"48.88999,2.34253",34,7929.0,7866
Lemercier - Cardinet,"48.89010,2.31738",24,7393.0,7866
Riquet - Marx Dormoy,"48.89021,2.36018",29,15324.0,7866
Brochant - Clichy,"48.89033,2.31973",53,10630.0,7866
Président Wilson - Jean Jaures,"48.89034,2.29207",27,8250.0,7866
Porte d'Asnières,"48.89036,2.30363",36,11054.0,7866
Château - Bineau,"48.89040,2.27011",23,4950.0,7866
Marcadet - Barbès,"48.89045,2.34906",37,11384.0,7866
Honoré d'Estienne d'Ovres - Grilles,"48.89056,2.40648",18,5358.0,7866
Jules Guesde - Alsace,"48.89057,2.29508",25,9783.0,7866
Quai de l'Oise - Aisne,"48.89062,2.38337",30,7820.0,7866
Mathis - Flandre,"48.89064,2.37626",55,13799.0,7866
Carpeaux - Place Jacques Froment,"48.89065,2.33094",19,8120.0,7866
Marcadet - Ramey,"48.89088,2.34490",21,8273.0,7866
Aubervilliers - Curial,"48.89088,2.36886",23,5527.0,7866
Francoeur - Marcadet,"48.89104,2.34001",20,8112.0,7866
St-Ouen - Lamarck,"48.89108,2.32674",45,10820.0,7866
Hoche - Jean Lolive,"48.89110,2.40284",24,10852.0,7866
Metz - Marne,"48.89116,2.38657",33,8011.0,7866
Ordener - Poissonniers,"48.89121,2.35129",35,9593.0,7866
Clignancourt - Ordener,"48.89146,2.34864",35,8232.0,7866
Reims - Porte d'Asnières,"48.89183,2.30014",26,4395.0,7866
Square Raymond Souplex,"48.89184,2.33543",52,10835.0,7866
Place Paul Delouvrier,"48.89198,2.38513",26,5184.0,7866
Voltaire - Anatole France,"48.89200,2.28426",27,6655.0,7866
Jean Lolive - Parc Stalingrad,"48.89206,2.40917",23,4227.0,7866
Mstislav Rostropovitch - Berthier,"48.89212,2.30923",18,3665.0,7866
Guy Môquet - Compoint,"48.89214,2.32322",36,9286.0,7866
Hôtel de Ville de Nanterre,"48.89237,2.20555",38,1841.0,7866
Paul Bodin - Clichy,"48.89240,2.31714",34,7797.0,7866
Poissonniers - Nord,"48.89251,2.35222",28,6270.0,7866
Flandre - Ourcq,"48.89260,2.37909",30,10428.0,7866
Théâtre des Amandiers - Palais des sports,"48.89265,2.21369",24,1127.0,7866
Henri Ste-Claire Déville - Paul Héroult,"48.89266,2.17241",24,670.0,7866
Guy Môquet - Saint-Ouen,"48.89278,2.32703",53,12157.0,7866
Pajol - Place Herbert,"48.89278,2.36356",39,11843.0,7866
Place de l'Eglise,"48.89281,2.41244",30,3390.0,7866
Mairie du 18ème,"48.89294,2.34455",40,11750.0,7866
Ruisseau - Ordener,"48.89299,2.34014",35,9731.0,7866
Hôtel de Ville de Levallois Perret,"48.89314,2.28888",26,8313.0,7866
Charles de Gaulle - Jean Lolive,"48.89326,2.41268",26,4546.0,7866
Damrémont - Ordener,"48.89340,2.33627",30,9538.0,7866
Paul Vaillant Couturier - Chaptal,"48.89348,2.27753",39,10057.0,7866
Joseph Dijon - Ornano,"48.89374,2.34767",37,9604.0,7866
Square des Epinettes,"48.89384,2.32595",20,6655.0,7866
Delphine Seyrig - Général Leclerc,"48.89392,2.39790",53,7707.0,7866
Benjamin Delessert - Jean Lolive,"48.89392,2.41798",21,3764.0,7866
Championnet - Vauvenargues,"48.89402,2.33199",33,9685.0,7866
Île de la Jatte,"48.89404,2.26663",23,5139.0,7866
Crimée - Ourcq,"48.89410,2.37295",56,10251.0,7866
Fragonard - Porte de Clichy,"48.89416,2.31439",56,14693.0,7866
Gaston Roussel - Commune de Paris,"48.89432,2.43255",30,4168.0,7866
Emile Blemont - Poteau,"48.89438,2.34151",39,10696.0,7866
Flandre - Alphonse Karr,"48.89465,2.38187",26,8490.0,7866
Jonquière - Docteur Paul Brousse,"48.89480,2.31871",40,10274.0,7866
Ancien Canal - Hélène Brion,"48.89485,2.41883",23,5513.0,7866
Tristan Tzara -  Tchaïkovski,"48.89490,2.36485",33,3772.0,7174
Anatole France - Jean Lolive,"48.89499,2.42538",28,5284.0,7866
Gare de Nanterre Ville,"48.89503,2.19579",43,3673.0,7866
Rond-Point de la Chapelle,"48.89513,2.35997",49,11357.0,7866
Championnet,"48.89536,2.34982",22,6735.0,7866
Poissonniers - Championnet,"48.89543,2.35302",28,8279.0,7866
Quai de l'Aisne - Général Leclerc,"48.89571,2.40057",27,8201.0,7866
Pesaro - Préfecture,"48.89577,2.22391",22,2599.0,7866
Place Albert Kahn,"48.89580,2.34559",46,9798.0,7866
Jacques Kellner - Saint-Ouen,"48.89581,2.32790",45,8852.0,7866
Navier - Epinettes,"48.89588,2.32268",36,7533.0,7866
Cambrai - Benjamin Constant,"48.89595,2.38113",43,3000.0,7866
Bessières - Porte de Clichy,"48.89612,2.31791",33,7294.0,7866
Delizy - Louis Nadot,"48.89621,2.40946",23,5012.0,7866
Leibniz - Jean Dollfus,"48.89633,2.33339",32,6116.0,7866
Gaston Tessier - Rosa Parks RER,"48.89638,2.37437",37,9391.0,7866
Cité des Sciences et de l'Industrie,"48.89660,2.38460",30,8960.0,7866
Place Charles de Gaulle,"48.89664,2.25257",28,4647.0,7866
Belliard - Damrémont,"48.89669,2.33802",34,7950.0,7866
Gare de Clichy-Levallois ,"48.89680,2.29847",26,7912.0,7866
Chancé Milly - Cimetière Communal Sud,"48.89687,2.30392",32,5343.0,7866
Cesaria Evora - Rosa Parks,"48.89718,2.37452",40,1925.0,2580
Place du Président Salvador Allende,"48.89731,2.40079",60,6538.0,7866
Grands Moulins de Pantin,"48.89738,2.39600",50,3655.0,7866
Porte de Clignancourt,"48.89749,2.34400",56,11935.0,7866
Place Nelson Mandela,"48.89787,2.21828",30,1583.0,7866
Arthur Ranc - Hôpital Bichat,"48.89787,2.33352",26,6199.0,7866
Porte Pouchet-Bessières,"48.89788,2.32306",23,8258.0,7866
Ney - Porte de Clignancourt ,"48.89789,2.34580",25,5620.0,7866
Arche - Léonard de Vinci,"48.89791,2.23837",28,4889.0,7866
Porte de Saint-Ouen - Bessières,"48.89792,2.32851",42,10736.0,7866
Ney - Porte de Montmartre,"48.89792,2.33649",25,5378.0,7866
Paul Vaillant-Couturier - Victor Hugo,"48.89820,2.29385",36,7089.0,7866
Président Wilson - Baudin,"48.89827,2.28493",28,6744.0,7866
Porte de la Villette,"48.89835,2.38615",27,5311.0,7866
Pont de Levallois-bécon ,"48.89842,2.27913",50,6913.0,7866
Porte d'Aubervilliers,"48.89860,2.36897",55,6702.0,7866
Porte de Saint-Ouen - Henri Huchard,"48.89871,2.32954",26,10268.0,7866
Ney - Charles Hermite,"48.89875,2.36458",20,3320.0,7866
Square Claude Bernard,"48.89876,2.37533",30,11104.0,7866
Neuilly - Petit,"48.89897,2.29628",16,2761.0,5572
René Binet - Porte de Montmartre,"48.89905,2.33655",37,8561.0,7449
Bertrand Sincholle - Henri Barbusse,"48.89926,2.30423",24,7938.0,7866
Neuilly - Petit,"48.89929,2.29669",16,925.0,2294
Gare de Courbevoie,"48.89939,2.25065",36,3611.0,7866
Porte de Clignancourt - Ney,"48.89964,2.34432",40,11856.0,7866
Paix - Verdun,"48.90050,2.26117",35,4963.0,7866
Emile Reynaud - Porte de la Villette ,"48.90099,2.38870",22,9391.0,7866
Université,"48.90136,2.21269",20,1881.0,7866
Edith Cavell - Volta,"48.90162,2.26935",33,3917.0,7866
Toffier Decaux - Cartier Bresson,"48.90165,2.40175",15,3498.0,7866
Belfort - Victor Hugo,"48.90185,2.31727",24,6818.0,7866
Morice - Général Leclerc,"48.90245,2.31289",25,9962.0,7866
Madeleine Vionnet,"48.90252,2.37409",34,8531.0,7866
Gabrielle Josserand - Edouard Vaillant,"48.90272,2.39333",25,9312.0,7866
Jean-Baptiste Charcot - Sainte-Geneviève,"48.90311,2.27889",21,2186.0,7866
Victor Hugo - Magasins Généraux,"48.90328,2.36807",34,2906.0,7866
Mairie de Clichy,"48.90365,2.30594",51,11553.0,7866
Madame de Sanzillon - Mozart,"48.90380,2.31874",22,8918.0,7866
Gustave Eiffel - Parc des Impressionnistes,"48.90391,2.29469",30,3222.0,7866
Bordier - Félix Faure,"48.90391,2.38301",48,5956.0,7866
Joffre - Aigle,"48.90403,2.24510",20,1545.0,7866
Adolphe Lalyre - Armand Silvestre,"48.90406,2.27342",40,4723.0,7866
Guichet - Jean Jaurès,"48.90517,2.30238",28,7694.0,7866
Parc Roger Salengro,"48.90530,2.31056",36,5572.0,7866
Théâtre,"48.90577,2.23539",20,1630.0,7866
Château - République,"48.90593,2.25363",20,2864.0,7866
Kléber - National,"48.90633,2.23939",20,3549.0,7866
Gare d'Asnières sur Seine,"48.90636,2.28351",24,6755.0,7866
Proudhon - Président Wilson,"48.90644,2.35849",30,5362.0,7866
République - Henri Barbusse,"48.90662,2.38943",32,8142.0,7866
Mairie de La Garenne Colombes,"48.90664,2.24680",22,2596.0,7866
Place du Front Populaire - George Sand,"48.90681,2.36454",35,9275.0,7866
Jean Jaurès - Presles,"48.90713,2.39601",30,5028.0,7866
Square Gilbert Thomain,"48.90717,2.26954",20,3619.0,7866
Professeur René Leriche - Général Leclerc ,"48.90783,2.30789",50,10207.0,7866
Félix Faure - Sadi Carnot,"48.90812,2.37862",33,4178.0,7866
Wilson - Métallurgie,"48.90942,2.35844",28,5653.0,7866
Gare de la Garenne-Colombes,"48.90975,2.23915",28,2608.0,7866
Hôtel de Ville d'Asnières sur Seine,"48.90999,2.28824",30,7555.0,7866
Claude Debussy - Marc Bloch,"48.91039,2.31178",28,4691.0,7786
André Karman - République,"48.91040,2.38514",31,4999.0,7866
Jean Jaurès - Ouvrières Pivéreuses,"48.91042,2.39958",20,4566.0,7866
Waldeck Rochet - Germaine Tillon,"48.91106,2.36763",31,4510.0,7866
Edouard Poisson - Victor Hugo,"48.91114,2.37927",30,6235.0,7866
Gare des Vallées,"48.91318,2.25773",20,3677.0,7866
Averroès - Aimé Césaire,"48.91405,2.41264",19,3363.0,7866
Square Victor Basch,"48.91430,2.22892",20,3754.0,7866
Fort d'Aubervilliers,"48.91502,2.40353",22,4857.0,7866
Landy - Heurtault,"48.91510,2.37595",30,5160.0,7866
Wilson - Landy,"48.91517,2.35763",40,5708.0,7866
Anatole France - President Roosevelt,"48.91552,2.38141",29,7930.0,7866
Bas - Gabriel Péri,"48.91586,2.29481",30,7259.0,7866
Place aux Étoiles,"48.91836,2.35234",40,3498.0,7866
Charles Tillon - Cimetière Communal,"48.91844,2.39356",31,4705.0,7866
Parc Eli Lotar,"48.91845,2.37271",20,3429.0,7866
Argenteuil - Voltaire,"48.91865,2.28141",16,5481.0,7866
Stade de France,"48.91914,2.36207",44,6804.0,7866
Gare RER les Grésillons,"48.91990,2.31458",22,4197.0,7866
Carrefour Pleyel,"48.92034,2.34385",36,7000.0,7866
Chausson - Gabriel Péri,"48.92189,2.29523",22,3920.0,7866
Victor Hugo - Gare,"48.92313,2.26010",22,3652.0,7866
Place du Cornillon - Stade de France,"48.92541,2.36444",34,4600.0,7866
Parc Pierre Lagravère,"48.92650,2.23907",30,1921.0,7866
Redoute - Les Courtilles,"48.92987,2.28367",32,3430.0,7866
Place de la Porte de Paris,"48.93009,2.35640",40,5124.0,7866
Gare du Stade,"48.93127,2.26038",20,1416.0,7866
Lucien Lanternier - Le Luth,"48.93159,2.28898",27,1967.0,7866
Franciade - Gabriel Péri,"48.93261,2.35595",26,3949.0,7866
Gare RER de Saint-Denis,"48.93554,2.34715",40,6875.0,7866
Basilique,"48.93627,2.35887",22,3929.0,7866
Jules Guesdes - Carnot,"48.93828,2.35090",16,2244.0,7866
Place du 8 mai 1945,"48.93888,2.35662",30,5052.0,7866
Placette Grégoire Collas,"48.94342,2.24875",25,1086.0,7866
Université,"48.94563,2.36383",24,2972.0,7866
Hôtel de Ville d'Argenteuil,"48.94650,2.24964",30,1059.0,7866
Gare d'Argenteuil,"48.94702,2.25690",40,1854.0,7866
